locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS07185	Saci_1506	1284170	1285051	881	C	Energy production and conversion	3	METABOLISM
SACI_RS07190	Saci_1507	1285035	1286234	1199	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07195	Saci_1508	1286281	1287075	794	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07200	Saci_1509	1287046	1287798	752	NA	NA	NA	NA
SACI_RS07205	Saci_1510	1287829	1289457	1628	NA	NA	NA	NA
SACI_RS07210	Saci_1511	1289460	1290857	1397	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07215	Saci_1512	1290859	1291542	683	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07220	Saci_1513	1291595	1292494	899	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07225	Saci_1514	1292540	1293676	1136	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07230	Saci_1515	1293673	1293873	200	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07235	Saci_1516	1293916	1294034	118	NA	NA	NA	NA
SACI_RS07240	Saci_1517	1294081	1295283	1202	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07245	Saci_1518	1295280	1295963	683	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07250	Saci_1519	1295956	1297659	1703	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07255	Saci_1520	1297720	1298100	380	NA	NA	NA	NA
SACI_RS07260	Saci_1521	1298699	1300150	1451	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07265	Saci_1522	1300343	1300417	74	NA	NA	NA	NA
SACI_RS07270	Saci_1523	1300761	1302815	2054	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07275	Saci_1524	1302812	1303165	353	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07280	Saci_1525	1303143	1303466	323	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07285	Saci_1526	1303579	1303893	314	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11860	Saci_1527	1303973	1304149	176	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07290	Saci_1528	1304369	1304752	383	NA	NA	NA	NA
SACI_RS07295	Saci_1529	1304997	1305188	191	NA	NA	NA	NA
SACI_RS07300		1305203	1306027	824	NA	NA	NA	NA
SACI_RS07310	Saci_1534	1307366	1309288	1922	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07315	Saci_1535	1309569	1310951	1382	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07320	Saci_1536	1310948	1311667	719	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07325	Saci_1537	1311882	1314512	2630	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07330	Saci_1538	1314559	1315002	443	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07335	Saci_1539	1314999	1315484	485	NA	NA	NA	NA
SACI_RS07340	Saci_1540	1315504	1315824	320	NA	NA	NA	NA
SACI_RS07345	Saci_1541	1315869	1316447	578	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS07350	Saci_1542	1316440	1317372	932	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07355	Saci_1544	1317411	1319126	1715	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07360	Saci_1545	1319118	1321223	2105	C	Energy production and conversion	3	METABOLISM
SACI_RS07365	Saci_1546	1321293	1321595	302	C	Energy production and conversion	3	METABOLISM
SACI_RS07370	Saci_1547	1321601	1322179	578	C	Energy production and conversion	3	METABOLISM
SACI_RS07375	Saci_1548	1322182	1323960	1778	C	Energy production and conversion	3	METABOLISM
SACI_RS07380	Saci_1549	1323972	1325363	1391	C	Energy production and conversion	3	METABOLISM
SACI_RS07385	Saci_1550	1325360	1325989	629	C	Energy production and conversion	3	METABOLISM
SACI_RS07390	Saci_1551	1325994	1326155	161	C	Energy production and conversion	3	METABOLISM
SACI_RS07395	Saci_1552	1326169	1326474	305	C	Energy production and conversion	3	METABOLISM
SACI_RS07400	Saci_1553	1326536	1327987	1451	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07405	Saci_1554	1328024	1328311	287	NA	NA	NA	NA
SACI_RS07410	Saci_1555	1328343	1329353	1010	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07415	Saci_1556	1329355	1329957	602	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07420	Saci_1557	1330004	1331536	1532	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07425	Saci_1558	1331529	1331978	449	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07430	Saci_1559	1331979	1332977	998	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07435	Saci_1560	1332958	1333353	395	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07440	Saci_1561	1333331	1335049	1718	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07445	Saci_1562	1335202	1335735	533	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07450	Saci_1563	1335732	1336511	779	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07455	Saci_1564	1336547	1337497	950	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07460	Saci_1565	1337486	1338313	827	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07465	Saci_1566	1338357	1338569	212	NA	NA	NA	NA
SACI_RS07470	Saci_1567	1338528	1339409	881	C	Energy production and conversion	3	METABOLISM
SACI_RS07475	Saci_1568	1339460	1339828	368	NA	NA	NA	NA
SACI_RS07480	Saci_1569	1340058	1340339	281	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07485	Saci_1570	1340336	1341298	962	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07490	Saci_1571	1341274	1341807	533	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07495	Saci_1572	1341859	1344720	2861	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07500	Saci_1573	1344688	1345335	647	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07505	Saci_1574	1345342	1346424	1082	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07510	Saci_1575	1346405	1347262	857	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07515	Saci_1576	1347262	1347942	680	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07520	Saci_1577	1347935	1348516	581	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07525	Saci_1578	1348513	1349262	749	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07530	Saci_1579	1349259	1350440	1181	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07535	Saci_1580	1350433	1350720	287	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07540	Saci_1581	1350717	1351316	599	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07545	Saci_1582	1351316	1351675	359	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07550	Saci_1583	1351726	1352130	404	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07555	Saci_1584	1352156	1353532	1376	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07560	Saci_1585	1353522	1354991	1469	C	Energy production and conversion	3	METABOLISM
SACI_RS07565	Saci_1586	1355088	1355330	242	NA	NA	NA	NA
SACI_RS07570	Saci_1587	1355464	1355763	299	NA	NA	NA	NA
SACI_RS07575	Saci_1588	1355830	1356297	467	NA	NA	NA	NA
SACI_RS07580	Saci_1589	1356358	1356969	611	U	Intracellular trafficking, secretion, and vesicular transport	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07585	Saci_1590	1356966	1357274	308	NA	NA	NA	NA
SACI_RS07590	Saci_1591	1357246	1357557	311	NA	NA	NA	NA
SACI_RS07595	Saci_1592	1357554	1358429	875	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07600	Saci_1593	1358407	1359576	1169	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07605	Saci_1594	1359548	1360171	623	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07610	Saci_1595	1360168	1360662	494	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07615	Saci_1596	1360664	1361563	899	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07620	Saci_1597	1361635	1362228	593	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07625	Saci_1598	1362215	1362874	659	NA	NA	NA	NA
SACI_RS07630	Saci_1599	1362849	1363505	656	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07635	Saci_1600	1363489	1364499	1010	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS07640	Saci_1601	1364522	1365031	509	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07645	Saci_1602	1365256	1365660	404	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07650	Saci_1603	1365681	1366313	632	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07655	Saci_1604	1366236	1366871	635	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07660	Saci_1605	1366852	1367841	989	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07665	Saci_1606	1367835	1368176	341	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07670	Saci_1607	1368285	1368992	707	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07675	Saci_1608	1368989	1369267	278	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07680		1369248	1369928	680	NA	NA	NA	NA
SACI_RS07685	Saci_1610	1369918	1372050	2132	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07690	Saci_1611	1372043	1373377	1334	NA	NA	NA	NA
SACI_RS07695	Saci_1612	1373383	1374597	1214	NA	NA	NA	NA
SACI_RS07700	Saci_1613	1374603	1376039	1436	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07705	Saci_1614	1376033	1376998	965	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07710	Saci_1615	1377054	1377500	446	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07715	Saci_1616	1377603	1377761	158	NA	NA	NA	NA
SACI_RS07720	Saci_1617	1377839	1379014	1175	NA	NA	NA	NA
SACI_RS07725	Saci_1618	1379015	1380358	1343	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07730	Saci_1619	1380339	1381454	1115	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07735	Saci_1620	1381447	1384605	3158	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07740	Saci_1621	1384602	1385450	848	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07745	Saci_1622	1385438	1386025	587	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07750	Saci_1623	1386119	1387081	962	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS07755	Saci_1624	1387132	1387698	566	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS07760	Saci_1625	1387739	1387924	185	NA	NA	NA	NA
SACI_RS07765	Saci_1626	1387921	1388493	572	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07770	Saci_1627	1388545	1388934	389	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07775	Saci_1629	1389018	1389506	488	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS11685	Saci_1630	1389435	1389803	368	NA	NA	NA	NA
SACI_RS07780	Saci_1631	1389910	1390257	347	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07785	Saci_1632	1390290	1391345	1055	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07790	Saci_1633	1391348	1392121	773	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS07795		1392205	1392756	551	NA	NA	NA	NA
SACI_RS07800	Saci_1635	1392830	1393687	857	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07805	Saci_1636	1393916	1394830	914	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07810	Saci_1637	1394827	1395495	668	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07815	Saci_1638	1395573	1396919	1346	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07820	Saci_1639	1396912	1398159	1247	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07825	Saci_1640	1398196	1398630	434	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07830	Saci_1641	1398616	1399308	692	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07835	Saci_1642	1399295	1400353	1058	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07840	Saci_1644	1400559	1401074	515	C	Energy production and conversion	3	METABOLISM
SACI_RS07845	Saci_1645	1401092	1402240	1148	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07850	Saci_1646	1402260	1403324	1064	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07855	Saci_1647	1403358	1404770	1412	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07860	Saci_1648	1405056	1406381	1325	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07865	Saci_1649	1406374	1406853	479	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07870	Saci_1650	1406898	1407221	323	NA	NA	NA	NA
SACI_RS07875	Saci_1651	1407297	1407878	581	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS07880	Saci_1652	1407917	1408123	206	NA	NA	NA	NA
SACI_RS07885	Saci_1653	1408116	1408796	680	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07890	Saci_1654	1408793	1409896	1103	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07895	Saci_1655	1409903	1410424	521	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07900	Saci_1656	1410429	1411865	1436	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07905	Saci_1657	1411899	1413230	1331	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07910	Saci_1658	1413342	1414172	830	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07915	Saci_1659	1414159	1414671	512	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07920	Saci_1660	1414671	1415075	404	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07925	Saci_1661	1415113	1416585	1472	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07930	Saci_1662	1416680	1420138	3458	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07935	Saci_1663	1420122	1420727	605	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS07940	Saci_1664	1420769	1422247	1478	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07945	Saci_1665	1422278	1422658	380	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07950	Saci_1666	1422783	1423643	860	C	Energy production and conversion	3	METABOLISM
SACI_RS07955	Saci_1667	1423643	1424809	1166	C	Energy production and conversion	3	METABOLISM
SACI_RS07960	Saci_1668	1424856	1426610	1754	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07965	Saci_1669	1426884	1428551	1667	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07970	Saci_1670	1428490	1428912	422	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07975	Saci_1671	1429280	1430254	974	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07980	Saci_1672	1430325	1430801	476	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS07985	Saci_1673	1430819	1431358	539	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07990	Saci_1674	1431490	1432317	827	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS07995	Saci_1675	1432438	1433226	788	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08000	Saci_1676	1433740	1434384	644	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08005	Saci_1677	1434419	1435297	878	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08010	Saci_1678	1435511	1436146	635	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08015	Saci_1679	1436333	1438090	1757	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08020	Saci_1680	1438539	1439069	530	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12080	Saci_1681	1439075	1440871	1796	NA	NA	NA	NA
SACI_RS08030	Saci_1682	1440945	1441511	566	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08035	Saci_1683	1441593	1442975	1382	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12085		1443179	1443421	242	NA	NA	NA	NA
SACI_RS08045	Saci_1684	1443499	1444839	1340	NA	NA	NA	NA
SACI_RS08050	Saci_1686	1444832	1446238	1406	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08055	Saci_1687	1446235	1446705	470	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08060	Saci_1688	1446821	1447354	533	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08065	Saci_1689	1447463	1448230	767	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08070	Saci_1690	1448374	1449369	995	C	Energy production and conversion	3	METABOLISM
SACI_RS08075	Saci_1691	1449390	1450328	938	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08080	Saci_1692	1450416	1450697	281	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08085	Saci_1693	1451035	1451967	932	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08090	Saci_1694	1452064	1453305	1241	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08095		1453605	1453901	296	NA	NA	NA	NA
SACI_RS08100		1453898	1454347	449	NA	NA	NA	NA
SACI_RS08105	Saci_1697	1454540	1455670	1130	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08110	Saci_1698	1455694	1456410	716	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08115	Saci_1699	1456391	1457242	851	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08120	Saci_1700	1457389	1458834	1445	C	Energy production and conversion	3	METABOLISM
SACI_RS08125	Saci_1701	1459196	1460647	1451	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS08130	Saci_1702	1460943	1461908	965	C	Energy production and conversion	3	METABOLISM
SACI_RS08135	Saci_1703	1462257	1463306	1049	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08140	Saci_1704	1463323	1464252	929	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08145	Saci_1705	1464246	1465094	848	NA	NA	NA	NA
SACI_RS08150	Saci_1706	1465078	1465632	554	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08155	Saci_1707	1465796	1466929	1133	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08160	Saci_1708	1467050	1468414	1364	C	Energy production and conversion	3	METABOLISM
SACI_RS11700	Saci_1709	1468477	1468635	158	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08165	Saci_1710	1468737	1469135	398	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08170	Saci_1711	1469148	1470911	1763	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08175	Saci_1712	1471109	1471708	599	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS08180	Saci_1713	1471924	1473096	1172	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS08185	Saci_1714	1473212	1474234	1022	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08190	Saci_1715	1474337	1476022	1685	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08195	Saci_1716	1476205	1476405	200	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08200	Saci_1717	1476378	1476938	560	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08205		1477012	1477200	188	NA	NA	NA	NA
SACI_RS08210	Saci_1718	1477513	1478295	782	NA	NA	NA	NA
SACI_RS08215	Saci_1720	1478427	1479092	665	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08220	Saci_1721	1479253	1479699	446	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08225	Saci_1722	1479782	1480342	560	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08230	Saci_1723	1480533	1481465	932	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08235	Saci_1724	1481661	1483142	1481	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08240	Saci_1725	1483332	1484771	1439	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08245	Saci_1726	1484925	1485914	989	C	Energy production and conversion	3	METABOLISM
SACI_RS08250	Saci_1727	1486105	1486923	818	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08255	Saci_1728	1487018	1488148	1130	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS08260	Saci_1729	1488145	1488414	269	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08265	Saci_1730	1488423	1489223	800	NA	NA	NA	NA
SACI_RS08270	Saci_1731	1489298	1490629	1331	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08275	Saci_1732	1490703	1492091	1388	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS08280	Saci_1733	1492088	1492552	464	H	Coenzyme transport and metabolism	3	METABOLISM
